id,server,except_server,activityId,activityGroup,activityExclude,,isopen,area,acType,seType,startTimeType,startTime,endTime,appearTime,disappearTime,effectiveTime,levelVis,vipVis,conditionVis,conditionNum,serverLimit,playerLimit,reissue,plate,channelType,channel,integral,,,,,,,,,,
3532,"[[1,9999999999]]",,2046,,,绝世无双促销 - Khuyến Mãi Tuyệt Thế Vô Song,1,2,111,111,1,2026/05/01 5/00/00,2026/05/04 5/00/00,2026/05/01 5/00/00,2026/05/04 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1063,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢） - Đăng Nhập Có Quà (Cuồng Hoan Cuối Tuần),1,2,1,1,1,2026/05/01 5/00/00,2026/05/04 5/00/00,2026/05/01 5/00/00,2026/05/04 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,"[[1,9999999999]]",,131,,,夺宝转盘-20庞统 - Vòng Quay Đoạt Bảo - Bàng Thống 20,1,2,134,134,1,2026/05/02 5/00/00,2026/05/05 5/00/00,2026/05/02 5/00/00,2026/05/05 5/00/00,,31,9,,,168,0,2,0,,,,,,,,,,,,,
1064,"[[1,9999999999]]",,12,,,沙盘演武双倍 - Diễn Võ Sa Bàn (X2),1,2,6,106,1,2026/05/02 5/00/00,2026/05/04 5/00/00,2026/05/02 5/00/00,2026/05/04 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4t5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,"[[1,9999999999]]",,169,,,累积充值-蜀国 - Nạp Tích Lũy (Nước Thục),1,2,9,1,1,2026/05/04 5/00/00,2026/05/11 5/00/00,2026/05/04 5/00/00,2026/05/11 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1327,"[[1,9999999999]]",,240,,,补给特惠-水镜 - Ưu Đãi Tiếp Tế - Thủy Kính,1,2,111,111,1,2026/05/04 5/00/00,2026/05/06 5/00/00,2026/05/04 5/00/00,2026/05/06 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1323,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1324,"[[1,9999999999]]",,259,,,每周特卖-蜀国 - Đặc Bán Hàng Tuần - Thục Quốc,1,2,111,111,1,2026/05/04 5/00/00,2026/05/11 5/00/00,2026/05/04 5/00/00,2026/05/11 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1328,"[[1,9999999999]]",,63,,,巅峰之星-水镜 - Ngôi Sao Đỉnh Cao - Thủy Kính,1,2,1,1,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
1329,"[[1,9999999999]]",,52,,,兴复汉室 - Hưng Phục Hán Thất,1,2,1,1,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1330,"[[1,9999999999]]",,56,,,龙纹锦兑换 - Đổi Cẩm Long Văn,1,2,2,1,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
1450,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu đãi Thần Thú,1,2,111,111,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
2218,"[[1,9999999999]]",,356,,,武魂星盘-连珠合璧 - Tinh Bàn Võ Hồn - Liên Châu Hợp Bích,1,2,140,140,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1499,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
3637,"[[1,9999999999]]",,80103,,,专属武器限时打造 - Rèn vũ khí chuyên dụng giới hạn,1,1,167,167,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
1287,"[[1,9999999999]]",,245,,,专属特卖 - Đặc Bán Trang Bị Chuyên Dụng,1,2,111,111,1,2026/05/04 5/00/00,2026/05/07 5/00/00,2026/05/04 5/00/00,2026/05/07 5/00/00,,100,0,,,168,0,1,0,,,,,,,,,,,,,
1334,"[[1,9999999999]]",,45,,,天府献礼-水镜 - Thiên Phủ Hiến Lễ - Thủy Kính,1,2,1,1,1,2026/05/04 5/00/00,2026/05/11 5/00/00,2026/05/04 5/00/00,2026/05/11 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
234,"[[1,9999999999]]",,16,,,华容道双倍 - Hoa Dung Đạo (X2),1,2,6,106,1,2026/05/04 5/00/00,2026/05/05 5/00/00,2026/05/04 5/00/00,2026/05/05 5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1296,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
2092,"[[1,9999999999]]",,335,,,坐骑特惠-金毛吼 - Ưu Đãi Tọa Kỵ - Kim Mao Hống,1,2,111,111,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,85,0,,,168,0,1,0,,,,,,,,,,,,,
2812,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2813,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,10,0,,,0,0,1,0,,,,,,,,,,,,,
2817,"[[1,9999999999]]",,241,,,万能神将令特卖 - Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2816,"[[1,9999999999]]",,3506,,,限时神将-弓吕布 - Thần Tướng Hạn Thời (Lữ Bố Cung),1,1,103,103,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2814,"[[1,9999999999]]",,3505,,,限时神将-诸葛亮 - Thần Tướng Hạn Thời (Gia Cát Lượng),1,1,103,103,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1969,"[[1,9999999999]]",,3512,,,限时神将-关羽 - Quan Vũ (SSR+),1,1,103,103,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2818,"[[1,9999999999]]",,266,,,至尊豪礼（万能神将令） - Hào Lễ Chí Tôn (Lệnh Thần Tướng Vạn Năng),1,2,111,111,1,2026/05/05 5/00/00,2026/05/08 5/00/00,2026/05/05 5/00/00,2026/05/08 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
254,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/05/05 5/00/00,2026/05/06 5/00/00,2026/05/05 5/00/00,2026/05/06 5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,"[[1,9999999999]]",,2023,,,神石特惠-返场 - Ưu đãi Thạch Thần - Tái xuất,1,2,99,111,1,2026/05/06 5/00/00,2026/05/09 5/00/00,2026/05/06 5/00/00,2026/05/09 5/00/00,,55,0,,,168,0,1,0,,,,,,,,,,,,,
1110,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/05/06 5/00/00,2026/05/07 5/00/00,2026/05/06 5/00/00,2026/05/07 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,"[[1,9999999999]]",,209,,,至宝特惠 - Ưu đãi chí bảo,1,2,111,111,1,2026/05/07 5/00/00,2026/05/10 5/00/00,2026/05/07 5/00/00,2026/05/10 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1246,"[[1,9999999999]]",,258,,,名将特惠 - Ưu Đãi Danh Tướng,1,2,111,111,1,2026/05/07 5/00/00,2026/05/09 5/00/00,2026/05/07 5/00/00,2026/05/09 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
3001,"[[1,9999999999]]",,2167,,,兵法研习 - Binh Pháp Nghiên Tập,1,2,159,159,1,2026/05/07 5/00/00,2026/05/09 5/00/00,2026/05/07 5/00/00,2026/05/09 5/00/00,,55,0,,,168,0,2,0,,,,,,,,,,,,,
2311,"[[1,9999999999]]",,2006,,,陆逊16升18直购 - Mua trực tiếp Lục Tốn 16 lên 18,1,2,99,111,1,2026/05/07 5/00/00,2026/05/11 5/00/00,2026/05/07 5/00/00,2026/05/11 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1112,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/05/07 5/00/00,2026/05/11 5/00/00,2026/05/07 5/00/00,2026/05/11 5/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,"[[1,9999999999]]",,7603,,[3685],绝世无双3选1 - Tuyệt Thế Vô Song: Chọn 1 Trong 3,1,1,165,165,1,2026/05/08 5/00/00,2026/05/11 5/00/00,2026/05/08 5/00/00,2026/05/11 5/00/00,,10,0,,,168,0,1,0,,,1,,,,,,,,,,
2592,"[[1,9999999999]]",,292,,,绝世豪礼 - Hào Lễ Tuyệt Thế,1,2,1,1,1,2026/05/08 5/00/00,2026/05/11 5/00/00,2026/05/08 5/00/00,2026/05/11 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
3700,"[[1,9999999999]]",,2046,,,绝世无双促销 - Khuyến Mãi Tuyệt Thế Vô Song,1,2,111,111,1,2026/05/08 5/00/00,2026/05/11 5/00/00,2026/05/08 5/00/00,2026/05/11 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1137,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢） - Đăng Nhập Có Quà (Cuồng Hoan Cuối Tuần),1,2,1,1,1,2026/05/08 5/00/00,2026/05/11 5/00/00,2026/05/08 5/00/00,2026/05/11 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,"[[1,9999999999]]",,131,,,夺宝转盘-20诸葛 - Vòng Quay Đoạt Bảo - Gia Cát Lượng 20,1,2,134,134,1,2026/05/09 5/00/00,2026/05/12 5/00/00,2026/05/09 5/00/00,2026/05/12 5/00/00,,31,0,,,168,0,2,0,,,,,,,,,,,,,
1114,"[[1,9999999999]]",,12,,,沙盘演武双倍 - Diễn Võ Sa Bàn (X2),1,2,6,106,1,2026/05/09 5/00/00,2026/05/11 5/00/00,2026/05/09 5/00/00,2026/05/11 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11t5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,"[[1,9999999999]]",,161,,,累积充值（吴国） - Nạp Tích Lũy (Ngô Quốc) (Cam Ninh + Tiểu Kiều 8 Mốc),1,2,9,1,1,2026/05/11 5/00/00,2026/05/18 5/00/00,2026/05/11 5/00/00,2026/05/18 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1250,"[[1,9999999999]]",,227,,,补给特惠-鲁肃 - Ưu Đãi Tiếp Tế - Lỗ Túc,1,2,111,111,1,2026/05/11 5/00/00,2026/05/13 5/00/00,2026/05/11 5/00/00,2026/05/13 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1253,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1254,"[[1,9999999999]]",,250,,,每周特卖-吴国 - Đặc Bán Hàng Tuần - Ngô Quốc,1,2,111,111,1,2026/05/11 5/00/00,2026/05/18 5/00/00,2026/05/11 5/00/00,2026/05/18 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1255,"[[1,9999999999]]",,172,,,巅峰之星-鲁肃 - Siêu Sao (Lỗ Túc),1,2,1,1,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
1256,"[[1,9999999999]]",,54,,,虎踞江东 - Hổ Cứ Giang Đông,1,2,1,1,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1257,"[[1,9999999999]]",,58,,,霸王鼎兑换 - Đổi Đỉnh Bá Vương,1,2,2,1,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
1682,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu đãi Thần Thú,1,2,111,111,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
1392,"[[1,9999999999]]",,194,,,武魂星盘-三合一 - Tinh Bàn Võ Hồn - Tam Hợp Nhất,1,2,140,140,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1595,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
4056,"[[1,9999999999]]",,80104,,,专属武器限时打造 - Rèn vũ khí chuyên dụng giới hạn,1,1,167,167,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
1316,"[[1,9999999999]]",,245,,,专属特卖 - Đặc Bán Trang Bị Chuyên Dụng,1,2,111,111,1,2026/05/11 5/00/00,2026/05/14 5/00/00,2026/05/11 5/00/00,2026/05/14 5/00/00,,100,0,,,168,0,1,0,,,,,,,,,,,,,
1258,"[[1,9999999999]]",,47,,,江东丰产-鲁肃 - Giang Đông Phong Sản - Lỗ Túc,1,2,1,1,1,2026/05/11 5/00/00,2026/05/18 5/00/00,2026/05/11 5/00/00,2026/05/18 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
253,"[[1,9999999999]]",,16,,,华容道双倍 - Hoa Dung Đạo (X2),1,2,6,106,1,2026/05/11 5/00/00,2026/05/12 5/00/00,2026/05/11 5/00/00,2026/05/12 5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1252,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
2194,"[[1,9999999999]]",,339,,,坐骑特惠-四不像 - Ưu Đãi Tọa Kỵ - Tứ Bất Tượng,1,2,111,111,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,85,0,,,168,0,1,0,,,,,,,,,,,,,
2945,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2946,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,10,0,,,0,0,1,0,,,,,,,,,,,,,
2950,"[[1,9999999999]]",,241,,,万能神将令特卖 - Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2948,"[[1,9999999999]]",,3509,,,限时神将-夏侯渊 - Thần Tướng Hạn Thời (Hạ Hầu Uyên SSR+),1,1,103,103,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2815,"[[1,9999999999]]",,3508,,,限时神将-凌统 - Lăng Thống (SSR+),1,1,103,103,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1633,"[[1,9999999999]]",,3501,,,限时神将-曹操 - Tào Tháo (SSR+),1,1,103,103,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2951,"[[1,9999999999]]",,266,,,至尊豪礼（万能神将令） - Hào Lễ Chí Tôn (Lệnh Thần Tướng Vạn Năng),1,2,111,111,1,2026/05/12 5/00/00,2026/05/15 5/00/00,2026/05/12 5/00/00,2026/05/15 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
270,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/05/12 5/00/00,2026/05/13 5/00/00,2026/05/12 5/00/00,2026/05/13 5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,"[[1,9999999999]]",,2026,,,庞统神魂石 - Thạch Thần Hồn Bàng Thống,1,2,99,111,1,2026/05/13 5/00/00,2026/05/16 5/00/00,2026/05/13 5/00/00,2026/05/16 5/00/00,,55,0,,,168,0,1,0,,,,,,,,,,,,,
1156,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/05/13 5/00/00,2026/05/14 5/00/00,2026/05/13 5/00/00,2026/05/14 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,"[[1,9999999999]]",,174,,,至宝特惠 - Ưu đãi chí bảo,1,2,111,111,1,2026/05/14 5/00/00,2026/05/17 5/00/00,2026/05/14 5/00/00,2026/05/17 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1503,"[[1,9999999999]]",,258,,,名将特惠 - Ưu đãi danh tướng,1,2,111,111,1,2026/05/14 5/00/00,2026/05/16 5/00/00,2026/05/14 5/00/00,2026/05/16 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
3098,"[[1,9999999999]]",,2168,,,兵法研习 - Binh Pháp Nghiên Tập,1,2,159,159,1,2026/05/14 5/00/00,2026/05/16 5/00/00,2026/05/14 5/00/00,2026/05/16 5/00/00,,55,0,,,168,0,2,0,,,,,,,,,,,,,
1396,"[[1,9999999999]]",,283,,,主将飞升合辑 - Tuyển tập Chủ tướng phi thăng,1,2,99,111,1,2026/05/14 5/00/00,2026/05/18 5/00/00,2026/05/14 5/00/00,2026/05/18 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1158,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/05/14 5/00/00,2026/05/18 5/00/00,2026/05/14 5/00/00,2026/05/18 5/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,"[[1,9999999999]]",,7604,,[3685],绝世无双3选1 - Tuyệt Thế Vô Song: Chọn 1 Trong 3,1,1,165,165,1,2026/05/15 5/00/00,2026/05/18 5/00/00,2026/05/15 5/00/00,2026/05/18 5/00/00,,10,0,,,168,0,1,0,,,1,,,,,,,,,,
2393,"[[1,9999999999]]",,310,,,绝世豪礼 - Hào Lễ Tuyệt Thế,1,2,1,1,1,2026/05/15 5/00/00,2026/05/18 5/00/00,2026/05/15 5/00/00,2026/05/18 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
3198,"[[1,9999999999]]",,2046,,,绝世无双促销 - Khuyến Mãi Tuyệt Thế Vô Song,1,2,111,111,1,2026/05/15 5/00/00,2026/05/18 5/00/00,2026/05/15 5/00/00,2026/05/18 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1243,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢） - Đăng Nhập Có Quà (Cuồng Hoan Cuối Tuần),1,2,1,1,1,2026/05/15 5/00/00,2026/05/18 5/00/00,2026/05/15 5/00/00,2026/05/18 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,"[[1,9999999999]]",,131,,,夺宝转盘-20文鸯 - Vòng Quay Đoạt Bảo - Văn Ương 20,1,2,134,134,1,2026/05/16 5/00/00,2026/05/19 5/00/00,2026/05/16 5/00/00,2026/05/19 5/00/00,,31,0,,,168,0,2,0,,,,,,,,,,,,,
1265,"[[1,9999999999]]",,12,,,沙盘演武双倍 - Diễn Võ Sa Bàn (X2),1,2,6,106,1,2026/05/16 5/00/00,2026/05/18 5/00/00,2026/05/16 5/00/00,2026/05/18 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,"[[1,9999999999]]",,191,,,累积充值-群雄 - Nạp Tích Lũy - Quần Hùng,1,2,9,1,1,2026/05/18 5/00/00,2026/05/25 5/00/00,2026/05/18 5/00/00,2026/05/25 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1351,"[[1,9999999999]]",,236,,,补给特惠-贾诩 - Ưu Đãi Tiếp Tế - Giả Hủ,1,2,111,111,1,2026/05/18 5/00/00,2026/05/20 5/00/00,2026/05/18 5/00/00,2026/05/20 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1350,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1352,"[[1,9999999999]]",,262,,,每周特卖-群雄 - Đặc Bán Hàng Tuần - Quần Hùng,1,2,111,111,1,2026/05/18 5/00/00,2026/05/25 5/00/00,2026/05/18 5/00/00,2026/05/25 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1354,"[[1,9999999999]]",,198,,,巅峰之星-贾诩 - Ngôi Sao Đỉnh Cao - Giả Hủ,1,2,1,1,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
1355,"[[1,9999999999]]",,51,,,镇守一方 - Trấn Thủ Một Phương,1,2,1,1,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1356,"[[1,9999999999]]",,158,,,诸侯印兑换 - Đổi Ấn Chư Hầu,1,2,2,1,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
1756,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu Đãi Thần Thú,1,2,111,111,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
1684,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1449,"[[1,9999999999]]",,355,,,武魂星盘-龙行虎步 - Tinh Bàn Võ Hồn - Rồng Bay Hổ Bước,1,2,140,140,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
4060,"[[1,9999999999]]",,80105,,,专属武器限时打造 - Rèn vũ khí chuyên dụng giới hạn,1,1,167,167,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,专属武器限时打造 - Rèn vũ khí chuyên dụng giới hạn
1369,"[[1,9999999999]]",,245,,,专属特卖 - Đặc Bán Trang Bị Chuyên Dụng,1,2,111,111,1,2026/05/18 5/00/00,2026/05/21 5/00/00,2026/05/18 5/00/00,2026/05/21 5/00/00,,100,0,,,0,0,1,0,,,,,,,,,,,,,
127,"[[1,9999999999]]",,44,,,诸侯供奉 - Chư Hầu Cung Phụng,1,2,1,1,1,2026/05/18 5/00/00,2026/05/25 5/00/00,2026/05/18 5/00/00,2026/05/25 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
